Source_File,spectral_flatness,spectral_flux,spectral_variance,rms_spectral_difference,median_frequency,spectral_centroid,spectral_skewness,peak_frequency,spectral_entropy,dominant_frequency,spectral_kurtosis,psd_variance,spectral_spread,band_energy_ratio,spectral_rolloff,spectral_irregularity,spectral_slope,spectral_mean,sum_of_squares_spectral_difference,spectral_crest,matched_filter_rms,spectral_modulation_energy,psd_mean,spectral_sharpness,fault
B028_2.csv,0.346135798,986989.1543,3726.596126,43.94867034,2929.6875,2997.132529,3.866685018,2753.90625,7.485376768,2753.90625,18.36586119,2.60E-08,810.5388741,0.049436384,3480.46875,0.572973609,3.01E-05,30.17858284,986989.1543,17.07063117,68.09803953,2374319.61,0.000107291,63.98455,B028_2
B028_2.csv,0.303724157,1299025.983,4378.52497,50.41949238,2894.53125,2943.229214,4.361143899,2753.90625,7.404745202,2753.90625,23.12074896,3.64E-08,774.9359256,0.050886951,3457.03125,0.596877535,-0.000525385,30.95863846,1299025.983,17.78354868,73.0545157,2732524.679,0.000123969,65.72376443,B028_2
B028_2.csv,0.271631993,865737.3635,2920.212672,41.16068849,2953.125,2992.129526,3.275865109,2894.53125,7.334902158,2894.53125,12.21676558,1.95E-08,722.3948097,0.03859416,3457.03125,0.646951604,-1.77E-05,26.40756765,865737.3635,15.79801978,60.14625758,1852197.018,9.15E-05,78.90376091,B028_2
B028_2.csv,0.288861713,661595.2435,2811.779889,35.98203627,2906.25,2950.992161,2.801902307,2882.8125,7.478064627,2882.8125,7.869286126,1.93E-08,747.723122,0.046693467,3457.03125,0.550508031,-0.000406056,28.23191976,661595.2435,10.6233341,60.07346488,1847716.445,9.33E-05,45.12214002,B028_2
B028_2.csv,0.296560173,1154029.815,3615.669193,47.52236706,3000,3004.651888,3.221224706,3187.5,7.390843015,3187.5,11.37131923,2.82E-08,742.6057426,0.037039877,3457.03125,0.617024842,0.000104971,29.95944804,1154029.815,13.15853667,67.18063501,2310777.713,0.000114212,57.2151933,B028_2
B028_2.csv,0.281481867,1232956.044,4363.549708,49.12056425,3000,3021.527349,3.523475514,2917.96875,7.3391709,2917.96875,14.79017386,3.98E-08,742.7292074,0.039371072,3445.3125,0.600480294,0.000291745,31.9582128,1232956.044,14.75190139,73.38172166,2757057.062,0.000135089,71.49733445,B028_2
B028_2.csv,0.282757595,2423284.76,5465.619023,68.86392549,2917.96875,2999.980905,4.650014606,2917.96875,7.296135734,2917.96875,28.7065999,5.74E-08,725.4088932,0.038528658,3457.03125,0.737566664,6.46E-05,33.1983954,2423284.76,21.08850529,81.04167125,3362689.269,0.000163906,102.7490881,B028_2
B028_2.csv,0.280695028,2474494.669,4711.644609,69.58775267,2917.96875,2943.886897,5.411119763,2753.90625,7.32760124,2753.90625,39.51935939,4.07E-08,749.8699504,0.051295679,3457.03125,0.697040568,-0.000505881,30.19948796,2474494.669,23.7289385,74.99102401,2879310.686,0.000149339,99.72408401,B028_2
B028_2.csv,0.308174645,2384666.938,4662.04222,68.31300899,2917.96875,2998.021814,5.109023902,2894.53125,7.369969047,2894.53125,34.56844029,4.11E-08,761.7855434,0.042978792,3480.46875,0.722804917,4.00E-05,30.92605255,2384666.938,21.02013235,74.95640698,2876653.029,0.000152489,87.4186231,B028_2
B028_2.csv,0.308148898,1282754.407,2921.350143,50.10272046,2894.53125,2953.949454,4.233277114,2894.53125,7.376551825,2894.53125,21.47830845,2.70E-08,764.4780449,0.051259012,3457.03125,0.716696622,-0.000336047,25.08353339,1282754.407,17.33730209,59.58635574,1817873.301,0.000114275,67.13060729,B028_2
B028_2.csv,0.257482816,2231899.616,4439.609116,66.08864972,2917.96875,2979.522184,5.466677143,2753.90625,7.219402443,2753.90625,39.13437126,4.18E-08,704.8359508,0.036599766,3445.3125,0.711051439,-0.00013587,27.88308146,2231899.616,23.7850747,72.22932471,2671142.578,0.000152018,117.9179759,B028_2
B028_2.csv,0.237042513,1276761.292,4206.096648,49.98554178,2917.96875,2971.891464,3.648183001,2765.625,7.28168216,2765.625,16.02516194,4.21E-08,697.5974533,0.038250184,3445.3125,0.636152191,-0.000227037,30.61272787,1276761.292,16.13255759,71.71635626,2633336.707,0.000155018,84.7211129,B028_2
B028_2.csv,0.280699223,772948.3895,3581.642032,38.89240488,2988.28125,3000.729381,3.451721586,2906.25,7.38134352,2906.25,14.39902719,4.45E-08,722.1334067,0.040045201,3445.3125,0.533660631,6.51E-05,29.61993452,772948.3895,16.51738904,66.77561346,2282999.067,0.00014544,78.87581046,B028_2
B028_2.csv,0.353876496,1892890.274,3585.267838,60.86284786,3023.4375,3030.020284,3.912752083,2894.53125,7.500391046,2894.53125,18.45574882,4.19E-08,813.4088631,0.047227572,3515.625,0.752472606,0.000354739,29.6606054,1892890.274,16.1876159,66.82080028,2286089.907,0.000149999,63.19966398,B028_2
B028_2.csv,0.354464411,873146.5181,2805.10138,41.33644398,3023.4375,3015.633888,3.120159338,2894.53125,7.536898428,2894.53125,10.10870114,3.09E-08,815.7753932,0.055799099,3503.90625,0.616708032,0.000198854,27.75560255,873146.5181,11.57738638,59.79527451,1830643.125,0.000137231,41.08129503,B028_2
B028_2.csv,0.279356515,1557044.377,4596.63504,55.20012296,2906.25,2952.11811,4.74594724,2753.90625,7.359364841,2753.90625,29.41798782,5.85E-08,757.7024055,0.048539118,3445.3125,0.619452221,-0.000435171,31.06683975,1557044.377,20.83915922,74.57736635,2847633.189,0.00018253,83.42620124,B028_2
B028_2.csv,0.369587238,816791.7525,3012.192925,39.98022389,2953.125,2925.571752,3.587849731,2894.53125,7.634032835,2894.53125,16.57753475,3.91E-08,825.3131242,0.067575608,3457.03125,0.51814864,-0.000679589,29.73300744,816791.7525,16.40070476,62.41990593,1994877.264,0.000154885,52.22413843,B028_2
B028_2.csv,0.325746135,824913.5872,2472.378162,40.17850549,3023.4375,2986.549776,3.435885367,3046.875,7.496184253,3046.875,14.24836972,2.90E-08,788.9940312,0.047811951,3468.75,0.633864882,-6.50E-05,25.67650442,824913.5872,14.73549532,55.96124589,1603410.453,0.000143639,62.19708283,B028_2
B028_2.csv,0.263527623,1535213.557,4021.570277,54.81178537,3035.15625,3008.637036,3.312648202,3035.15625,7.350730817,3035.15625,12.11767405,5.73E-08,727.2279886,0.039729794,3468.75,0.695998488,0.000150175,31.07832741,1535213.557,13.08397874,70.62175806,2553565.548,0.000186824,60.9261334,B028_2
B028_2.csv,0.32883322,937626.6623,3594.641633,42.83556742,3023.4375,3018.992064,3.530245733,3046.875,7.489965718,3046.875,16.95590213,4.95E-08,768.5304007,0.038211185,3457.03125,0.521375284,0.000256884,31.01022479,937626.6623,17.96417273,67.50019018,2332813.145,0.000184056,74.20555788,B028_2
B028_2.csv,0.335309202,1210071.695,3662.253387,48.66257669,3023.4375,3028.1847,3.025473566,3058.59375,7.507231884,3058.59375,9.884438811,5.53E-08,792.7398021,0.04005105,3468.75,0.628277919,0.00036115,31.82484315,1210071.695,13.20708492,68.374513,2393637.902,0.00019271,51.13947372,B028_2
B028_2.csv,0.297083254,928115.511,3488.49222,42.6177547,2953.125,2973.047104,3.442327698,2894.53125,7.400094214,2894.53125,14.09153934,5.59E-08,760.7362119,0.047870019,3457.03125,0.593958093,-0.000205522,29.22997122,928115.511,16.47655137,65.90055718,2223556.32,0.000192732,72.55063572,B028_2
B028_2.csv,0.275211238,1420005.511,4063.061251,52.71504297,2988.28125,2995.01493,3.815511798,2894.53125,7.333334182,2894.53125,18.65559553,6.56E-08,738.2776699,0.042489131,3445.3125,0.667997171,8.86E-06,30.41806654,1420005.511,18.19743434,70.62803992,2554019.852,0.00021239,85.56353371,B028_2
B028_2.csv,0.290597456,1274809.055,3667.140088,49.94731187,2988.28125,3008.791612,3.171818721,2917.96875,7.429062894,2917.96875,10.91189384,7.64E-08,749.6916889,0.042955004,3468.75,0.643747211,0.000150286,30.7730124,1274809.055,12.89953428,67.92730217,2362428.611,0.000214706,51.5379683,B028_2
B028_2.csv,0.349118373,535416.2308,2309.075976,32.36944969,2941.40625,3022.7513,4.45796408,2882.8125,7.52769481,2882.8125,25.0099719,3.90E-08,818.9905192,0.05053818,3574.21875,0.521621681,0.000225234,23.61705419,535416.2308,16.78523689,53.54289145,1467822.707,0.000187828,58.60400269,B028_2
B028_2.csv,0.305307376,2094101.535,4957.727365,64.01598282,2906.25,2976.809074,5.140612456,2894.53125,7.353358847,2894.53125,35.80840361,1.03E-07,761.6083667,0.044325333,3468.75,0.664022726,-0.000182303,31.55552351,2094101.535,23.24867828,77.15878711,3048180.956,0.000257513,99.47149175,B028_2
B028_2.csv,0.329426699,1159601.884,4115.026368,47.63695641,2929.6875,2976.071341,3.538234154,2929.6875,7.498096307,2929.6875,14.6996715,9.29E-08,800.7615483,0.054231826,3480.46875,0.579806117,-0.00019657,32.63590488,1159601.884,14.39431929,71.97311064,2652225.872,0.000253774,54.51923593,B028_2
B028_2.csv,0.341700703,1044022.558,3468.357452,45.20063033,2906.25,2969.748982,4.151631527,2917.96875,7.448977167,2917.96875,19.50475253,7.84E-08,816.3628709,0.055262046,3503.90625,0.634035699,-0.000225347,27.71596702,1044022.558,15.79672617,65.08864939,2169104.527,0.000243208,53.6750448,B028_2
B028_2.csv,0.329164815,1390638.264,3719.820657,52.16709312,2953.125,3018.036426,3.727854988,2753.90625,7.452607693,2753.90625,16.94093159,9.41E-08,800.0040638,0.046691826,3468.75,0.652620128,0.000240246,30.16158684,1390638.264,16.02445186,68.04073763,2370325.492,0.000260714,67.30611729,B028_2
B028_2.csv,0.278328916,1863837.442,4802.689793,60.39396819,2917.96875,2969.095043,4.938981169,2753.90625,7.273896478,2753.90625,31.09641819,1.19E-07,761.9332739,0.048247416,3445.3125,0.724579597,-0.000250453,29.9996006,1863837.442,22.63280727,75.51599717,2919764.905,0.00029092,90.5387705,B028_2
B028_2.csv,0.294568929,1969866.332,5313.875408,62.08803692,2917.96875,2978.71291,4.783376515,2917.96875,7.359060189,2917.96875,32.06380159,1.35E-07,767.2228094,0.046124753,3468.75,0.620620012,-0.000172836,33.60864881,1969866.332,22.3182661,80.27089561,3299029.342,0.000315998,107.5145816,B028_2
B028_2.csv,0.293047452,835121.0088,3025.115468,40.4263242,3011.71875,2992.36067,3.406367644,3046.875,7.405582221,3046.875,13.89790029,7.15E-08,744.5217261,0.043641388,3445.3125,0.585129946,-1.63E-05,27.47893888,835121.0088,15.90771154,61.48339247,1935466.265,0.000271755,70.09615452,B028_2
B028_2.csv,0.304428539,874716.0078,2879.841797,41.37357864,2964.84375,2985.472772,3.290072786,2753.90625,7.44273399,2753.90625,12.10210265,7.31E-08,743.5265166,0.040332574,3457.03125,0.605971712,-7.87E-05,27.25524753,874716.0078,13.63682866,60.18878895,1854817.441,0.000274513,56.97613344,B028_2
B028_2.csv,0.29501159,1631664.86,3974.928708,56.50736162,3023.4375,3035.204755,3.600902572,3046.875,7.407335382,3046.875,17.54039307,1.08E-07,727.7044721,0.033322814,3468.75,0.663881158,0.000432371,31.58741049,1631664.86,18.07646053,70.5173256,2546018.923,0.000309051,87.2802849,B028_2
B028_2.csv,0.288776256,1304298.492,4116.926693,50.52171052,3023.4375,3001.093417,3.615060612,3046.875,7.332604676,3046.875,15.7885565,1.10E-07,735.7831069,0.040458389,3445.3125,0.642945228,7.08E-05,30.55940872,1304298.492,17.77552711,71.0690098,2586011.727,0.000319416,81.31492911,B028_2
B028_2.csv,0.339821838,990550.367,3638.060888,44.02788582,3046.875,3030.531756,3.826265866,2894.53125,7.483708131,2894.53125,19.34334336,1.04E-07,789.0402413,0.044456018,3480.46875,0.577720876,0.000367914,30.32985946,990550.367,18.0733118,67.51267483,2333676.166,0.000318326,74.5126747,B028_2
B028_2.csv,0.30016865,1435504.58,4014.238708,53.00194916,2988.28125,3012.939828,3.445941628,2917.96875,7.393693367,2917.96875,13.75937677,1.13E-07,736.0155702,0.036789419,3457.03125,0.669347375,0.000196024,31.28161136,1435504.58,14.70102514,70.65959183,2556302.294,0.000336348,65.04593055,B028_2
B028_2.csv,0.314946778,1903849.544,5054.804597,61.03878245,2953.125,3020.988468,3.812465842,2894.53125,7.392008429,2894.53125,17.65248712,1.58E-07,769.4949902,0.039250184,3468.75,0.724643501,0.000304233,33.9950948,1903849.544,16.78278967,78.80654204,3179761.187,0.000371777,72.1764557,B028_2
B028_2.csv,0.310514293,1453150.802,3503.525455,53.32672255,2964.84375,2996.924834,4.359199986,2753.90625,7.436225831,2753.90625,25.29090528,1.16E-07,777.5803739,0.053052983,3492.1875,0.665965461,2.64E-05,28.41999343,1453150.802,19.14188923,65.65989249,2207345.399,0.000346917,72.0660889,B028_2
B028_2.csv,0.296770573,1224933.301,3465.263738,48.96049169,2917.96875,2965.299381,4.120339301,2917.96875,7.386672126,2917.96875,21.30938489,1.22E-07,756.0800048,0.049405807,3445.3125,0.662134567,-0.000268289,27.90675032,1224933.301,17.77892648,65.14637712,2172953.831,0.000355689,76.9217171,B028_2
B028_2.csv,0.280293639,1292170.012,4279.082349,50.28626491,2941.40625,2994.737423,3.976848198,2753.90625,7.363576046,2753.90625,19.24781734,1.58E-07,765.7787151,0.049920636,3480.46875,0.636380124,6.13E-06,30.81499963,1292170.012,18.33943228,72.3093808,2677067.034,0.000389628,76.22597286,B028_2
B028_2.csv,0.313886986,2122886.507,3984.096978,64.45445467,2917.96875,2971.309831,5.449633219,2894.53125,7.367044216,2894.53125,38.9976486,1.31E-07,796.7667384,0.053928266,3492.1875,0.808945094,-0.000210655,27.68031376,2122886.507,22.55079622,68.92239657,2432151.935,0.00039153,85.76454309,B028_2
B028_2.csv,0.337130798,1514597.727,3418.131223,54.44251762,2929.6875,2986.219613,4.308487934,2777.34375,7.461259526,2777.34375,23.42884041,1.20E-07,819.4083694,0.057435244,3515.625,0.742765967,-7.37E-05,27.92583363,1514597.727,18.44571901,64.79184676,2149367.504,0.000391469,67.3638153,B028_2
B028_2.csv,0.32472704,2179837.569,3899.98758,65.31329838,2917.96875,2965.284747,5.109391035,2753.90625,7.369795861,2753.90625,32.5505862,1.44E-07,811.7933899,0.058479695,3468.75,0.809693917,-0.000263413,27.38557635,2179837.569,21.2413007,68.19059592,2380778.174,0.000411465,76.37377,B028_2
B028_2.csv,0.266871447,2146924.025,5755.493103,64.81833752,2906.25,2968.482884,4.933244119,2894.53125,7.247364788,2894.53125,32.07112657,2.30E-07,756.5416547,0.044915419,3457.03125,0.687194619,-0.000281616,32.92753748,2146924.025,22.05208529,82.70257449,3501934.504,0.000472347,105.641429,B028_2
B028_2.csv,0.289286366,884741.7934,3334.557828,41.61001012,2964.84375,3001.424407,3.365367375,2882.8125,7.423591227,2882.8125,13.67920454,1.31E-07,756.6313764,0.042509804,3468.75,0.611900441,7.10E-05,29.23989054,884741.7934,15.35111644,64.72657126,2145038.862,0.00043528,63.6666689,B028_2
B028_2.csv,0.343356062,724438.4308,2256.174519,37.65219424,2929.6875,2978.390405,3.018377478,3058.59375,7.542330507,3058.59375,9.988269987,9.03E-08,804.5162304,0.047949629,3468.75,0.596478585,-0.00013357,25.44146907,724438.4308,13.09115307,53.88360481,1486562.748,0.000416894,49.21126881,B028_2
B028_2.csv,0.33639672,640746.3374,2761.911781,35.41054542,3046.875,3024.471704,3.136969901,3046.875,7.512134577,3046.875,11.202326,1.15E-07,781.8234821,0.041561029,3515.625,0.531090797,0.000279347,27.62969269,640746.3374,12.86085371,59.37433536,1804959.59,0.000437994,51.16110569,B028_2
B028_2.csv,0.308711858,1328811.539,4364.478173,50.99425429,3000,2960.536156,3.63376713,3046.875,7.426057363,3046.875,15.27933191,1.87E-07,768.1898468,0.053448285,3457.03125,0.619407235,-0.000362205,32.33529141,1328811.539,15.61240459,73.55303694,2769945.213,0.000486324,61.40214536,B028_2
B028_2.csv,0.36204711,1247101.198,3635.5306,49.40152984,2929.6875,2975.177907,3.720731882,2917.96875,7.54953716,2917.96875,17.05551258,1.62E-07,811.7651948,0.051262743,3468.75,0.61585273,-0.000195987,31.00603545,1247101.198,15.99451918,67.80047812,2353615.275,0.000480578,58.88956962,B028_2
B028_2.csv,0.304562635,1167463.023,2924.46719,47.79815321,3058.59375,3058.470825,3.234938773,3187.5,7.428011896,3187.5,12.06804196,1.32E-07,745.6109259,0.032592798,3492.1875,0.634615538,0.000589833,27.50641421,1167463.023,13.77303309,60.67182223,1884707.846,0.000474018,65.38534672,B028_2
B028_2.csv,0.29092902,1513618.676,5323.552485,54.42491867,2917.96875,2962.674337,4.091548752,2894.53125,7.333495826,2894.53125,23.23800111,2.50E-07,748.9647316,0.046990186,3445.3125,0.58909238,-0.000358609,34.18972776,1513618.676,21.61633072,80.57598879,3324154.864,0.000542752,92.61508304,B028_2
B028_2.csv,0.288441843,2579176.664,5837.412111,71.04444,2917.96875,2960.988589,4.783681391,2894.53125,7.308623749,2894.53125,29.23130646,2.99E-07,759.7847147,0.05226651,3445.3125,0.702266388,-0.00037306,33.75889762,2579176.664,22.09487544,83.52888889,3572262.543,0.000573187,95.65446531,B028_2
B028_2.csv,0.317773355,1645104.025,4064.925128,56.73959511,2941.40625,2990.345301,4.32482547,2753.90625,7.406900904,2753.90625,23.27160351,2.08E-07,788.4816471,0.050762566,3468.75,0.679599087,-3.78E-05,29.90824279,1645104.025,18.1231211,70.42320722,2539227.195,0.000551967,70.48704843,B028_2
B028_2.csv,0.303399777,1162873.546,2810.223094,47.70410973,2906.25,2965.860833,4.877586087,2894.53125,7.409954011,2894.53125,32.13360065,1.46E-07,792.8431387,0.05407763,3480.46875,0.697750839,-0.000231576,24.56618348,1162873.546,22.83056197,58.42705251,1747824.878,0.000531507,89.93844418,B028_2
B028_2.csv,0.29643835,1742027.052,4697.978562,58.38711241,2941.40625,3003.239134,4.629889381,2753.90625,7.337846584,2753.90625,27.12425128,2.42E-07,770.1893745,0.047273895,3468.75,0.680015217,9.38E-05,30.91510519,1742027.052,19.07416653,75.19123812,2894705.813,0.000590563,83.3332227,B028_2
B028_2.csv,0.355075903,1865995.042,4532.896226,60.42891445,2917.96875,2932.228645,4.768750309,2777.34375,7.479261421,2777.34375,28.41743593,2.49E-07,838.3417758,0.066102679,3468.75,0.650811292,-0.000648834,31.43972543,1865995.042,19.31336675,74.30580436,2826932.511,0.000602943,66.18955211,B028_2
B028_2.csv,0.295919509,1141288.735,3913.230183,47.25930332,2929.6875,3002.275434,4.249428363,2753.90625,7.354336929,2753.90625,22.95944704,2.18E-07,772.5497731,0.047400553,3468.75,0.64181808,7.85E-05,28.93939416,1141288.735,19.00798385,68.92545769,2432367.983,0.000604006,78.76790106,B028_2
B028_2.csv,0.293946389,1885742.234,4798.720166,60.7478223,2906.25,2966.490108,4.77549653,2894.53125,7.334023073,2894.53125,29.18552947,2.79E-07,770.2889295,0.04817707,3445.3125,0.690663594,-0.000286534,31.08801743,1885742.234,20.57933071,75.92881531,2951774.717,0.00064118,85.69394427,B028_2
B028_2.csv,0.355099206,1548963.249,4186.718456,55.0566911,2941.40625,2966.752897,4.302975266,2753.90625,7.516226668,2753.90625,25.11460313,2.60E-07,823.0102295,0.056294742,3468.75,0.625032059,-0.000292224,32.00950929,1548963.249,19.54870343,72.18952237,2668199.496,0.000649446,68.98463425,B028_2
B028_2.csv,0.299294802,2137142.985,4081.038639,64.67051802,2917.96875,2971.330192,4.91612476,2894.53125,7.341134686,2894.53125,30.93389512,2.53E-07,804.5968281,0.053754189,3468.75,0.780696016,-0.000215707,28.36941683,2137142.985,20.57179997,69.89894456,2501561.574,0.00066028,83.13860716,B028_2
B028_2.csv,0.349021839,879992.2016,3031.940408,41.49817155,2964.84375,3070.167211,3.351230644,2917.96875,7.54550355,2917.96875,12.97888892,1.93E-07,835.3622378,0.035950124,3621.09375,0.594872718,0.000730388,28.82092513,879992.2016,13.7051988,62.14970743,1977644.1,0.000652886,50.21580485,B028_2
B028_2.csv,0.297734074,601404.2813,2345.723998,34.30621521,2929.6875,2981.450999,2.950342258,2753.90625,7.46760501,2753.90625,10.20777222,1.49E-07,753.6891069,0.038973049,3468.75,0.572020135,-0.000108683,25.69407181,601404.2813,14.5142275,54.82617372,1539025.574,0.000645789,65.94948347,B028_2
B028_2.csv,0.244718978,1352744.982,3801.30255,51.45143782,3011.71875,2998.909203,3.470414341,3046.875,7.29116732,3046.875,13.97292058,2.47E-07,703.1414843,0.036652675,3445.3125,0.660918638,4.67E-05,29.35616494,1352744.982,14.70048145,68.28679938,2387500.529,0.000689503,68.5984381,B028_2
B028_2.csv,0.30383091,1119918.741,3471.654197,46.81476051,3035.15625,3016.72434,3.552760594,3046.875,7.382181069,3046.875,15.15474311,2.29E-07,743.6343647,0.041696591,3457.03125,0.639913104,0.000216194,28.71893201,1119918.741,16.5890572,65.54716815,2199772.801,0.000696274,76.68270191,B028_2
B028_2.csv,0.251429978,1270951.383,3926.375618,49.87168238,3000,2990.185053,3.62083609,2894.53125,7.332286472,2894.53125,15.64299097,2.64E-07,711.9503635,0.039081965,3445.3125,0.623858425,-3.97E-05,30.09638311,1270951.383,15.98972199,69.51379643,2474069.962,0.000720123,68.72893412,B028_2
B028_2.csv,0.274893083,1814704.533,5159.94413,59.59262443,2929.6875,2986.979299,3.950698821,2894.53125,7.310977778,2894.53125,19.89298602,3.56E-07,710.3780133,0.035434077,3445.3125,0.654207398,-8.01E-05,33.5375949,1814704.533,19.52194947,79.27619063,3217773.774,0.000766389,90.26524123,B028_2
B028_2.csv,0.28287155,2191973.808,5262.061707,65.49486181,2917.96875,2991.106973,4.940969231,2894.53125,7.284260889,2894.53125,33.67878159,3.72E-07,729.5099643,0.040707504,3445.3125,0.729284072,-3.23E-05,31.93433969,2191973.808,24.44953255,79.25820941,3216314.244,0.00078629,108.4204048,B028_2
B028_2.csv,0.316329508,659640.1821,2652.876952,35.92883219,2964.84375,2995.031797,3.396998685,2894.53125,7.453006631,2894.53125,13.43922264,1.96E-07,767.4381666,0.049047635,3457.03125,0.553673936,7.73E-06,26.01536607,659640.1821,14.76323607,57.70334673,1704794.226,0.000745737,61.62268776,B028_2
B028_2.csv,0.299105221,1757256.655,3862.25078,58.64178054,2917.96875,2979.594555,5.787757323,2894.53125,7.312293903,2894.53125,45.41828184,2.74E-07,741.5497568,0.042364671,3468.75,0.665867006,-0.000129012,26.60752222,1757256.655,24.85344023,67.60333585,2339948.041,0.000784534,110.0077497,B028_2
B028_2.csv,0.336692231,1370048.044,4583.56117,51.77945183,2917.96875,3049.863669,4.181108586,2917.96875,7.451338675,2917.96875,22.28577289,3.52E-07,816.770147,0.040184074,3597.65625,0.594894609,0.000605541,32.60078294,1370048.044,17.2102023,75.14234638,2890942.576,0.000825761,66.27747756,B028_2
B028_2.csv,0.275112351,642695.3978,2763.55677,35.46436148,2941.40625,2986.845725,3.551355112,2753.90625,7.394175416,2753.90625,14.77652532,2.17E-07,753.9162648,0.052789632,3457.03125,0.564397427,-6.30E-05,25.89281085,642695.3978,14.84879603,58.60029372,1758205.145,0.000804769,63.50055261,B028_2
B028_2.csv,0.341191208,1060369.896,3944.201799,45.55313227,2894.53125,2969.475024,4.468985123,2894.53125,7.407175167,2894.53125,26.14191933,3.10E-07,784.6874364,0.043534663,3457.03125,0.59500954,-0.000238778,29.04165169,1060369.896,21.67341374,69.19262484,2451261.098,0.000845278,82.64679193,B028_2
B028_2.csv,0.28137006,1112765.533,3311.72944,46.66501209,3011.71875,2987.373583,3.534653338,3046.875,7.410407729,3046.875,15.94157175,2.69E-07,758.7238857,0.045951382,3457.03125,0.684603878,-6.48E-05,28.7122207,1112765.533,17.46489911,64.31268194,2117693.982,0.000849164,72.35387458,B028_2
B028_2.csv,0.315694733,1702564.753,4193.610057,57.72199981,2976.5625,3046.641546,4.517440344,2894.53125,7.387355078,2894.53125,27.85200067,3.62E-07,770.1216978,0.040415418,3480.46875,0.721116077,0.000529623,30.26350414,1702564.753,21.79274856,71.48069488,2616058.747,0.00088892,90.61363451,B028_2
B028_2.csv,0.276644535,1635714.988,4029.797513,56.5774496,2964.84375,2993.172977,4.107581691,2917.96875,7.329639357,2917.96875,21.30317736,3.41E-07,734.8738132,0.042590535,3445.3125,0.704351599,-9.51E-06,29.48562025,1635714.988,19.23068085,69.99428059,2508390.049,0.000905171,86.3579323,B028_2
